"","gene_id","annotation"
"23717","ENSG00000175877","protein_coding"
"23718","ENSG00000261467","lncRNA"
"23719","ENSG00000272915","lncRNA"
"23720","ENSG00000106344","protein_coding"
"23721","ENSG00000242261","processed_pseudogene"
"23722","ENSG00000238750","snRNA"
"23723","ENSG00000224940","protein_coding"
"23724","ENSG00000106348","protein_coding"
"23725","ENSG00000228700","processed_pseudogene"
"23726","ENSG00000238590","snRNA"
"23727","ENSG00000273184","lncRNA"
"23728","ENSG00000135245","protein_coding"
"23729","ENSG00000240758","lncRNA"
"23730","ENSG00000272601","transcribed_unprocessed_pseudogene"
"23731","ENSG00000165055","protein_coding"
"23732","ENSG00000276988","misc_RNA"
"23733","ENSG00000273270","lncRNA"
"23734","ENSG00000213280","processed_pseudogene"
"23735","ENSG00000221510","miRNA"
"23736","ENSG00000239480","lncRNA"
"23737","ENSG00000160993","protein_coding"
"23738","ENSG00000161036","protein_coding"
"23739","ENSG00000284176","miRNA"
"23740","ENSG00000284596","miRNA"
"23741","ENSG00000005075","protein_coding"
"23742","ENSG00000170667","protein_coding"
"23743","ENSG00000168255","protein_coding"
"23744","ENSG00000270249","protein_coding"
"23745","ENSG00000285437","protein_coding"
"23746","ENSG00000105808","protein_coding"
"23747","ENSG00000279168","lncRNA"
"23748","ENSG00000205236","protein_coding"
"23749","ENSG00000267368","protein_coding"
"23750","ENSG00000267645","protein_coding"
"23751","ENSG00000173678","protein_coding"
"23752","ENSG00000228049","protein_coding"
"23753","ENSG00000233297","unprocessed_pseudogene"
"23754","ENSG00000286830","lncRNA"
"23755","ENSG00000213385","processed_pseudogene"
"23756","ENSG00000225244","unprocessed_pseudogene"
"23757","ENSG00000264426","miRNA"
"23758","ENSG00000189166","unprocessed_pseudogene"
"23759","ENSG00000214668","unprocessed_pseudogene"
"23760","ENSG00000229508","unprocessed_pseudogene"
"23761","ENSG00000275061","unprocessed_pseudogene"
"23762","ENSG00000286436","lncRNA"
"23763","ENSG00000235095","unprocessed_pseudogene"
"23764","ENSG00000283431","unprocessed_pseudogene"
"23765","ENSG00000284474","unprocessed_pseudogene"
"23766","ENSG00000283547","unprocessed_pseudogene"
"23767","ENSG00000231537","unprocessed_pseudogene"
"23768","ENSG00000283230","unprocessed_pseudogene"
"23769","ENSG00000283481","unprocessed_pseudogene"
"23770","ENSG00000225295","unprocessed_pseudogene"
"23771","ENSG00000228440","unprocessed_pseudogene"
"23772","ENSG00000283311","unprocessed_pseudogene"
"23773","ENSG00000224880","unprocessed_pseudogene"
"23774","ENSG00000224723","unprocessed_pseudogene"
"23775","ENSG00000230764","unprocessed_pseudogene"
"23776","ENSG00000237309","unprocessed_pseudogene"
"23777","ENSG00000236692","unprocessed_pseudogene"
"23778","ENSG00000284291","unprocessed_pseudogene"
"23779","ENSG00000284098","unprocessed_pseudogene"
"23780","ENSG00000283626","unprocessed_pseudogene"
"23781","ENSG00000228851","unprocessed_pseudogene"
"23782","ENSG00000284558","unprocessed_pseudogene"
"23783","ENSG00000284221","unprocessed_pseudogene"
"23784","ENSG00000227584","unprocessed_pseudogene"
"23785","ENSG00000230531","unprocessed_pseudogene"
"23786","ENSG00000284572","unprocessed_pseudogene"
"23787","ENSG00000234671","unprocessed_pseudogene"
"23788","ENSG00000169325","unprocessed_pseudogene"
"23789","ENSG00000234089","lncRNA"
"23790","ENSG00000238431","snRNA"
"23791","ENSG00000287517","lncRNA"
"23792","ENSG00000274299","unprocessed_pseudogene"
"23793","ENSG00000280225","TEC"
"23794","ENSG00000260653","lncRNA"
"23795","ENSG00000266168","miRNA"
"23796","ENSG00000227182","unitary_pseudogene"
"23797","ENSG00000235368","processed_pseudogene"
"23798","ENSG00000284981","protein_coding"
"23799","ENSG00000105792","protein_coding"
"23800","ENSG00000207488","misc_RNA"
"23801","ENSG00000234459","lncRNA"
"23802","ENSG00000225498","lncRNA"
"23803","ENSG00000283267","protein_coding"
"23804","ENSG00000105793","protein_coding"
"23805","ENSG00000280440","TEC"
"23806","ENSG00000157224","protein_coding"
"23807","ENSG00000273299","lncRNA"
"23808","ENSG00000058091","protein_coding"
"23809","ENSG00000223969","lncRNA"
"23810","ENSG00000223584","processed_pseudogene"
"23811","ENSG00000286411","lncRNA"
"23812","ENSG00000226254","processed_pseudogene"
"23813","ENSG00000157240","protein_coding"
"23814","ENSG00000225843","processed_pseudogene"
"23815","ENSG00000251154","protein_coding"
"23816","ENSG00000221866","protein_coding"
"23817","ENSG00000225144","lncRNA"
"23818","ENSG00000223436","lncRNA"
"23819","ENSG00000183470","lncRNA"
"23820","ENSG00000201009","snoRNA"
"23821","ENSG00000225881","lncRNA"
"23822","ENSG00000227197","lncRNA"
"23823","ENSG00000105974","protein_coding"
"23824","ENSG00000211717","TR_V_gene"
"23825","ENSG00000211720","TR_V_gene"
"23826","ENSG00000244661","TR_V_pseudogene"
"23827","ENSG00000229769","TR_V_gene"
"23828","ENSG00000241657","lncRNA"
"23829","ENSG00000211739","TR_V_pseudogene"
"23830","ENSG00000211721","TR_V_gene"
"23831","ENSG00000253409","TR_V_gene"
"23832","ENSG00000230099","TR_V_gene"
"23833","ENSG00000211724","TR_V_gene"
"23834","ENSG00000227550","TR_V_pseudogene"
"23835","ENSG00000211725","TR_V_gene"
"23836","ENSG00000253188","TR_V_gene"
"23837","ENSG00000211727","TR_V_gene"
"23838","ENSG00000211728","TR_V_gene"
"23839","ENSG00000253534","TR_V_gene"
"23840","ENSG00000253291","TR_V_gene"
"23841","ENSG00000211731","TR_V_gene"
"23842","ENSG00000278030","TR_V_gene"
"23843","ENSG00000276405","TR_V_gene"
"23844","ENSG00000275791","TR_V_gene"
"23845","ENSG00000276597","TR_V_gene"
"23846","ENSG00000274752","TR_V_gene"
"23847","ENSG00000276953","TR_V_gene"
"23848","ENSG00000275158","TR_V_gene"
"23849","ENSG00000105976","protein_coding"
"23850","ENSG00000050344","protein_coding"
"23851","ENSG00000122565","protein_coding"
"23852","ENSG00000285860","lncRNA"
"23853","ENSG00000232383","processed_pseudogene"
"23854","ENSG00000238284","lncRNA"
"23855","ENSG00000229161","unprocessed_pseudogene"
"23856","ENSG00000231539","lncRNA"
"23857","ENSG00000261019","lncRNA"
"23858","ENSG00000136197","protein_coding"
"23859","ENSG00000256646","protein_coding"
"23860","ENSG00000106588","protein_coding"
"23861","ENSG00000234983","processed_pseudogene"
"23862","ENSG00000106591","protein_coding"
"23863","ENSG00000232006","lncRNA"
"23864","ENSG00000201933","misc_RNA"
"23865","ENSG00000233025","processed_pseudogene"
"23866","ENSG00000224415","processed_pseudogene"
"23867","ENSG00000236848","processed_pseudogene"
"23868","ENSG00000279482","TEC"
"23869","ENSG00000170629","transcribed_unprocessed_pseudogene"
"23870","ENSG00000237632","processed_pseudogene"
"23871","ENSG00000105821","protein_coding"
"23872","ENSG00000235354","processed_pseudogene"
"23873","ENSG00000170615","protein_coding"
"23874","ENSG00000251852","misc_RNA"
"23875","ENSG00000252047","misc_RNA"
"23876","ENSG00000234715","lncRNA"
"23877","ENSG00000222386","misc_RNA"
"23878","ENSG00000049540","protein_coding"
"23879","ENSG00000232415","lncRNA"
"23880","ENSG00000106683","protein_coding"
"23881","ENSG00000207741","miRNA"
"23882","ENSG00000105819","protein_coding"
"23883","ENSG00000161057","protein_coding"
"23884","ENSG00000182165","lncRNA"
"23885","ENSG00000273623","misc_RNA"
"23886","ENSG00000276185","misc_RNA"
"23887","ENSG00000005469","protein_coding"
"23888","ENSG00000005471","protein_coding"
"23889","ENSG00000085563","protein_coding"
"23890","ENSG00000231956","processed_pseudogene"
"23891","ENSG00000228596","lncRNA"
"23892","ENSG00000196262","protein_coding"
"23893","ENSG00000105968","protein_coding"
"23894","ENSG00000234183","lncRNA"
"23895","ENSG00000146676","protein_coding"
"23896","ENSG00000284261","miRNA"
"23897","ENSG00000272768","lncRNA"
"23898","ENSG00000230160","processed_pseudogene"
"23899","ENSG00000228903","transcribed_unprocessed_pseudogene"
"23900","ENSG00000235314","lncRNA"
"23901","ENSG00000136279","protein_coding"
"23902","ENSG00000284067","miRNA"
"23903","ENSG00000164708","protein_coding"
"23904","ENSG00000239775","lncRNA"
"23905","ENSG00000122678","protein_coding"
"23906","ENSG00000283969","miRNA"
"23907","ENSG00000106636","protein_coding"
"23908","ENSG00000221393","miRNA"
"23909","ENSG00000225000","lncRNA"
"23910","ENSG00000222164","misc_RNA"
"23911","ENSG00000226522","lncRNA"
"23912","ENSG00000232492","processed_pseudogene"
"23913","ENSG00000250990","lncRNA"
"23914","ENSG00000127951","protein_coding"
"23915","ENSG00000146535","protein_coding"
"23916","ENSG00000231357","processed_pseudogene"
"23917","ENSG00000237286","lncRNA"
"23918","ENSG00000201794","misc_RNA"
"23919","ENSG00000086730","protein_coding"
"23920","ENSG00000049541","protein_coding"
"23921","ENSG00000287815","lncRNA"
"23922","ENSG00000106665","protein_coding"
"23923","ENSG00000238391","rRNA_pseudogene"
"23924","ENSG00000198286","protein_coding"
"23925","ENSG00000122641","protein_coding"
"23926","ENSG00000224116","lncRNA"
"23927","ENSG00000213721","processed_pseudogene"
"23928","ENSG00000287672","lncRNA"
"23929","ENSG00000250591","unprocessed_pseudogene"
"23930","ENSG00000243661","processed_pseudogene"
"23931","ENSG00000282431","TR_D_gene"
"23932","ENSG00000282320","TR_J_gene"
"23933","ENSG00000282420","TR_J_gene"
"23934","ENSG00000282133","TR_J_gene"
"23935","ENSG00000281958","TR_J_gene"
"23936","ENSG00000282173","TR_J_gene"
"23937","ENSG00000282780","TR_J_gene"
"23938","ENSG00000211751","TR_C_gene"
"23939","ENSG00000211764","TR_J_gene"
"23940","ENSG00000211765","TR_J_gene"
"23941","ENSG00000211766","TR_J_gene"
"23942","ENSG00000211767","TR_J_gene"
"23943","ENSG00000211768","TR_J_gene"
"23944","ENSG00000211769","TR_J_gene"
"23945","ENSG00000211770","TR_J_gene"
"23946","ENSG00000211771","TR_J_gene"
"23947","ENSG00000211772","TR_C_gene"
"23948","ENSG00000237254","TR_V_gene"
"23949","ENSG00000106123","protein_coding"
"23950","ENSG00000165125","protein_coding"
"23951","ENSG00000224970","lncRNA"
"23952","ENSG00000286569","lncRNA"
"23953","ENSG00000127412","protein_coding"
"23954","ENSG00000197993","protein_coding"
"23955","ENSG00000239293","unprocessed_pseudogene"
"23956","ENSG00000179420","transcribed_unprocessed_pseudogene"
"23957","ENSG00000159763","protein_coding"
"23958","ENSG00000165131","protein_coding"
"23959","ENSG00000223595","processed_pseudogene"
"23960","ENSG00000164675","protein_coding"
"23961","ENSG00000232524","lncRNA"
"23962","ENSG00000207338","snRNA"
"23963","ENSG00000128609","protein_coding"
"23964","ENSG00000146809","protein_coding"
"23965","ENSG00000230442","lncRNA"
"23966","ENSG00000170807","protein_coding"
"23967","ENSG00000106299","protein_coding"
"23968","ENSG00000272686","lncRNA"
"23969","ENSG00000201104","snRNA"
"23970","ENSG00000228211","unitary_pseudogene"
"23971","ENSG00000106302","protein_coding"
"23972","ENSG00000106333","protein_coding"
"23973","ENSG00000106330","protein_coding"
"23974","ENSG00000106327","protein_coding"
"23975","ENSG00000077080","protein_coding"
"23976","ENSG00000172354","protein_coding"
"23977","ENSG00000172336","protein_coding"
"23978","ENSG00000130427","protein_coding"
"23979","ENSG00000146839","protein_coding"
"23980","ENSG00000196411","protein_coding"
"23981","ENSG00000263672","misc_RNA"
"23982","ENSG00000146828","protein_coding"
"23983","ENSG00000236305","lncRNA"
"23984","ENSG00000087077","protein_coding"
"23985","ENSG00000283821","miRNA"
"23986","ENSG00000087087","protein_coding"
"23987","ENSG00000176125","protein_coding"
"23988","ENSG00000239825","misc_RNA"
"23989","ENSG00000235926","processed_pseudogene"
"23990","ENSG00000146830","protein_coding"
"23991","ENSG00000231183","lncRNA"
"23992","ENSG00000186645","protein_coding"
"23993","ENSG00000202273","misc_RNA"
"23994","ENSG00000178397","protein_coding"
"23995","ENSG00000286075","protein_coding"
"23996","ENSG00000274319","processed_pseudogene"
"23997","ENSG00000136238","protein_coding"
"23998","ENSG00000164535","protein_coding"
"23999","ENSG00000136240","protein_coding"
"24000","ENSG00000231359","processed_pseudogene"
"24001","ENSG00000215045","protein_coding"
"24002","ENSG00000164889","protein_coding"
"24003","ENSG00000281896","transcribed_unprocessed_pseudogene"
"24004","ENSG00000223189","snRNA"
"24005","ENSG00000243302","processed_pseudogene"
"24006","ENSG00000230715","processed_pseudogene"
"24007","ENSG00000229413","processed_pseudogene"
"24008","ENSG00000243679","processed_pseudogene"
"24009","ENSG00000281490","processed_pseudogene"
"24010","ENSG00000271553","lncRNA"
"24011","ENSG00000241493","processed_pseudogene"
"24012","ENSG00000271344","lncRNA"
"24013","ENSG00000239722","processed_pseudogene"
"24014","ENSG00000201041","rRNA_pseudogene"
"24015","ENSG00000252866","rRNA_pseudogene"
"24016","ENSG00000135248","protein_coding"
"24017","ENSG00000128595","protein_coding"
"24018","ENSG00000244218","misc_RNA"
"24019","ENSG00000128596","protein_coding"
"24020","ENSG00000242902","lncRNA"
"24021","ENSG00000128524","protein_coding"
"24022","ENSG00000272899","protein_coding"
"24023","ENSG00000224163","unprocessed_pseudogene"
"24024","ENSG00000128604","protein_coding"
"24025","ENSG00000275106","TEC"
"24026","ENSG00000242241","misc_RNA"
"24027","ENSG00000244556","processed_pseudogene"
"24028","ENSG00000230359","transcribed_processed_pseudogene"
"24029","ENSG00000242162","processed_pseudogene"
"24030","ENSG00000241102","processed_pseudogene"
"24031","ENSG00000241573","processed_pseudogene"
"24032","ENSG00000240416","processed_pseudogene"
"24033","ENSG00000230626","protein_coding"
"24034","ENSG00000158457","protein_coding"
"24035","ENSG00000200629","misc_RNA"
"24036","ENSG00000128602","protein_coding"
"24037","ENSG00000243230","lncRNA"
"24038","ENSG00000135253","protein_coding"
"24039","ENSG00000106571","protein_coding"
"24040","ENSG00000136247","protein_coding"
"24041","ENSG00000170419","protein_coding"
"24042","ENSG00000105926","protein_coding"
"24043","ENSG00000243566","protein_coding"
"24044","ENSG00000136267","protein_coding"
"24045","ENSG00000004866","protein_coding"
"24046","ENSG00000006606","protein_coding"
"24047","ENSG00000128591","protein_coding"
"24048","ENSG00000122566","protein_coding"
"24049","ENSG00000275896","protein_coding"
"24050","ENSG00000006704","protein_coding"
"24051","ENSG00000164597","protein_coding"
"24052","ENSG00000197150","protein_coding"
"24053","ENSG00000154710","protein_coding"
"24054","ENSG00000075790","protein_coding"
"24055","ENSG00000010270","protein_coding"
"24056","ENSG00000146833","protein_coding"
"24057","ENSG00000158525","protein_coding"
"24058","ENSG00000266265","protein_coding"
"24059","ENSG00000243335","protein_coding"
"24060","ENSG00000180535","protein_coding"
"24061","ENSG00000198742","protein_coding"
"24062","ENSG00000164651","protein_coding"
"24063","ENSG00000146574","protein_coding"
"24064","ENSG00000136297","protein_coding"
"24065","ENSG00000136237","protein_coding"
"24066","ENSG00000251993","rRNA_pseudogene"
"24067","ENSG00000233476","processed_pseudogene"
"24068","ENSG00000232759","lncRNA"
"24069","ENSG00000232949","lncRNA"
"24070","ENSG00000179428","lncRNA"
"24071","ENSG00000136244","protein_coding"
"24072","ENSG00000228803","processed_pseudogene"
"24073","ENSG00000234513","processed_pseudogene"
"24074","ENSG00000286703","lncRNA"
"24075","ENSG00000228649","lncRNA"
"24076","ENSG00000226329","unprocessed_pseudogene"
"24077","ENSG00000221740","snoRNA"
"24078","ENSG00000226279","processed_pseudogene"
"24079","ENSG00000087085","protein_coding"
"24080","ENSG00000257923","protein_coding"
"24081","ENSG00000196683","protein_coding"
"24082","ENSG00000105889","protein_coding"
"24083","ENSG00000008282","protein_coding"
"24084","ENSG00000242562","processed_pseudogene"
"24085","ENSG00000201796","snRNA"
"24086","ENSG00000273320","lncRNA"
"24087","ENSG00000243438","processed_pseudogene"
"24088","ENSG00000048052","protein_coding"
"24089","ENSG00000105835","protein_coding"
"24090","ENSG00000207597","miRNA"
"24091","ENSG00000223657","processed_pseudogene"
"24092","ENSG00000181072","protein_coding"
"24093","ENSG00000199646","snRNA"
"24094","ENSG00000146858","protein_coding"
"24095","ENSG00000105939","protein_coding"
"24096","ENSG00000229677","processed_pseudogene"
"24097","ENSG00000105948","protein_coding"
"24098","ENSG00000239254","processed_pseudogene"
"24099","ENSG00000271537","processed_pseudogene"
"24100","ENSG00000228360","processed_pseudogene"
"24101","ENSG00000271404","processed_pseudogene"
"24102","ENSG00000157741","protein_coding"
"24103","ENSG00000206843","snRNA"
"24104","ENSG00000252003","snRNA"
"24105","ENSG00000234418","lncRNA"
"24106","ENSG00000226636","processed_pseudogene"
"24107","ENSG00000213302","processed_pseudogene"
"24108","ENSG00000128610","protein_coding"
"24109","ENSG00000230316","lncRNA"
"24110","ENSG00000008311","protein_coding"
"24111","ENSG00000278586","processed_pseudogene"
"24112","ENSG00000160999","protein_coding"
"24113","ENSG00000264675","miRNA"
"24114","ENSG00000170409","unprocessed_pseudogene"
"24115","ENSG00000200552","misc_RNA"
"24116","ENSG00000228546","unprocessed_pseudogene"
"24117","ENSG00000260097","protein_coding"
"24118","ENSG00000128563","protein_coding"
"24119","ENSG00000239486","unprocessed_pseudogene"
"24120","ENSG00000189056","protein_coding"
"24121","ENSG00000164815","protein_coding"
"24122","ENSG00000128617","protein_coding"
"24123","ENSG00000230444","processed_pseudogene"
"24124","ENSG00000231476","lncRNA"
"24125","ENSG00000225968","protein_coding"
"24126","ENSG00000234977","lncRNA"
"24127","ENSG00000205971","lncRNA"
"24128","ENSG00000236081","lncRNA"
"24129","ENSG00000176349","lncRNA"
"24130","ENSG00000265089","miRNA"
"24131","ENSG00000122687","protein_coding"
"24132","ENSG00000106266","protein_coding"
"24133","ENSG00000284047","miRNA"
"24134","ENSG00000271098","processed_pseudogene"
"24135","ENSG00000106263","protein_coding"
"24136","ENSG00000230914","transcribed_unitary_pseudogene"
"24137","ENSG00000271163","processed_pseudogene"
"24138","ENSG00000136213","protein_coding"
"24139","ENSG00000275572","protein_coding"
"24140","ENSG00000002822","protein_coding"
"24141","ENSG00000286192","protein_coding"
"24142","ENSG00000235944","transcribed_unprocessed_pseudogene"
"24143","ENSG00000277265","misc_RNA"
"24144","ENSG00000122543","protein_coding"
"24145","ENSG00000122674","protein_coding"
"24146","ENSG00000155034","protein_coding"
"24147","ENSG00000223419","processed_pseudogene"
"24148","ENSG00000254959","protein_coding"
"24149","ENSG00000106125","protein_coding"
"24150","ENSG00000229263","lncRNA"
"24151","ENSG00000250424","protein_coding"
"24152","ENSG00000240583","protein_coding"
"24153","ENSG00000106128","protein_coding"
"24154","ENSG00000078549","protein_coding"
"24155","ENSG00000232887","processed_pseudogene"
"24156","ENSG00000185467","protein_coding"
"24157","ENSG00000106628","protein_coding"
"24158","ENSG00000243018","lncRNA"
"24159","ENSG00000013374","protein_coding"
"24160","ENSG00000236398","protein_coding"
"24161","ENSG00000268170","lncRNA"
"24162","ENSG00000221937","protein_coding"
"24163","ENSG00000279223","TEC"
"24164","ENSG00000197448","protein_coding"
"24165","ENSG00000231840","lncRNA"
"24166","ENSG00000178826","protein_coding"
"24167","ENSG00000106144","protein_coding"
"24168","ENSG00000239419","misc_RNA"
"24169","ENSG00000240322","misc_RNA"
"24170","ENSG00000231531","processed_pseudogene"
"24171","ENSG00000159784","protein_coding"
"24172","ENSG00000272619","lncRNA"
"24173","ENSG00000232533","lncRNA"
"24174","ENSG00000159840","protein_coding"
"24175","ENSG00000278449","miRNA"
"24176","ENSG00000146904","protein_coding"
"24177","ENSG00000229153","lncRNA"
"24178","ENSG00000234066","unitary_pseudogene"
"24179","ENSG00000185899","protein_coding"
"24180","ENSG00000221855","protein_coding"
"24181","ENSG00000236853","unitary_pseudogene"
"24182","ENSG00000176510","polymorphic_pseudogene"
"24183","ENSG00000229977","processed_pseudogene"
"24184","ENSG00000229877","processed_pseudogene"
"24185","ENSG00000271079","protein_coding"
"24186","ENSG00000252037","snRNA"
"24187","ENSG00000230556","processed_pseudogene"
"24188","ENSG00000223459","unprocessed_pseudogene"
"24189","ENSG00000283537","transcribed_unprocessed_pseudogene"
"24190","ENSG00000283528","protein_coding"
"24191","ENSG00000188037","protein_coding"
"24192","ENSG00000127914","protein_coding"
"24193","ENSG00000202023","snoRNA"
"24194","ENSG00000231114","lncRNA"
"24195","ENSG00000228031","lncRNA"
"24196","ENSG00000279483","processed_pseudogene"
"24197","ENSG00000230383","processed_pseudogene"
"24198","ENSG00000237243","lncRNA"
"24199","ENSG00000157680","protein_coding"
"24200","ENSG00000066923","protein_coding"
"24201","ENSG00000288640","protein_coding"
"24202","ENSG00000231210","lncRNA"
"24203","ENSG00000122591","protein_coding"
"24204","ENSG00000230658","lncRNA"
"24205","ENSG00000230042","processed_pseudogene"
"24206","ENSG00000164604","protein_coding"
"24207","ENSG00000106268","protein_coding"
"24208","ENSG00000136271","protein_coding"
"24209","ENSG00000106682","protein_coding"
"24210","ENSG00000164638","protein_coding"
"24211","ENSG00000155849","protein_coding"
"24212","ENSG00000189143","protein_coding"
"24213","ENSG00000258083","protein_coding"
"24214","ENSG00000213215","protein_coding"
"24215","ENSG00000196329","protein_coding"
"24216","ENSG00000240720","protein_coding"
"24217","ENSG00000146776","protein_coding"
"24218","ENSG00000161048","protein_coding"
"24219","ENSG00000132434","protein_coding"
"24220","ENSG00000282301","protein_coding"
"24221","ENSG00000055609","protein_coding"
"24222","ENSG00000272556","transcribed_unprocessed_pseudogene"
"24223","ENSG00000212450","snRNA"
"24224","ENSG00000235955","processed_pseudogene"
"24225","ENSG00000226838","unprocessed_pseudogene"
"24226","ENSG00000251378","unprocessed_pseudogene"
"24227","ENSG00000202350","snRNA"
"24228","ENSG00000283247","protein_coding"
"24229","ENSG00000146678","protein_coding"
"24230","ENSG00000146674","protein_coding"
"24231","ENSG00000237471","lncRNA"
"24232","ENSG00000229628","lncRNA"
"24233","ENSG00000233952","processed_pseudogene"
"24234","ENSG00000221971","processed_pseudogene"
"24235","ENSG00000231952","unprocessed_pseudogene"
"24236","ENSG00000272905","lncRNA"
"24237","ENSG00000170852","protein_coding"
"24238","ENSG00000205763","transcribed_unprocessed_pseudogene"
"24239","ENSG00000224573","processed_pseudogene"
"24240","ENSG00000122642","protein_coding"
"24241","ENSG00000252821","snRNA"
"24242","ENSG00000122643","protein_coding"
"24243","ENSG00000229054","processed_pseudogene"
"24244","ENSG00000241420","misc_RNA"
"24245","ENSG00000228015","processed_pseudogene"
"24246","ENSG00000222741","rRNA_pseudogene"
"24247","ENSG00000224946","processed_pseudogene"
"24248","ENSG00000164610","protein_coding"
"24249","ENSG00000277206","unprocessed_pseudogene"
"24250","ENSG00000197008","protein_coding"
"24251","ENSG00000287580","lncRNA"
"24252","ENSG00000234338","processed_pseudogene"
"24253","ENSG00000182722","processed_pseudogene"
"24254","ENSG00000213640","processed_pseudogene"
"24255","ENSG00000287869","lncRNA"
"24256","ENSG00000189316","lncRNA"
"24257","ENSG00000234456","lncRNA"
"24258","ENSG00000205085","protein_coding"
"24259","ENSG00000187416","protein_coding"
"24260","ENSG00000197258","processed_pseudogene"
"24261","ENSG00000226869","lncRNA"
"24262","ENSG00000237606","processed_pseudogene"
"24263","ENSG00000225329","lncRNA"
"24264","ENSG00000243352","misc_RNA"
"24265","ENSG00000237513","lncRNA"
"24266","ENSG00000228393","lncRNA"
"24267","ENSG00000239569","lncRNA"
"24268","ENSG00000273293","lncRNA"
"24269","ENSG00000279536","TEC"
"24270","ENSG00000273011","lncRNA"
"24271","ENSG00000224016","unprocessed_pseudogene"
"24272","ENSG00000260555","lncRNA"
"24273","ENSG00000075303","protein_coding"
"24274","ENSG00000006634","protein_coding"
"24275","ENSG00000075142","protein_coding"
"24276","ENSG00000254003","lncRNA"
"24277","ENSG00000228113","lncRNA"
"24278","ENSG00000127954","protein_coding"
"24279","ENSG00000008277","protein_coding"
"24280","ENSG00000186088","protein_coding"
"24281","ENSG00000273341","lncRNA"
"24282","ENSG00000237620","processed_pseudogene"
"24283","ENSG00000287519","lncRNA"
"24284","ENSG00000127947","protein_coding"
"24285","ENSG00000221813","protein_coding"
"24286","ENSG00000146618","protein_coding"
"24287","ENSG00000122783","protein_coding"
"24288","ENSG00000223500","processed_pseudogene"
"24289","ENSG00000146859","protein_coding"
"24290","ENSG00000272941","lncRNA"
"24291","ENSG00000287733","lncRNA"
"24292","ENSG00000105875","protein_coding"
"24293","ENSG00000231794","lncRNA"
"24294","ENSG00000277138","miRNA"
"24295","ENSG00000146857","protein_coding"
"24296","ENSG00000276067","transcribed_unprocessed_pseudogene"
"24297","ENSG00000106460","protein_coding"
"24298","ENSG00000146530","protein_coding"
"24299","ENSG00000274970","processed_pseudogene"
"24300","ENSG00000236048","processed_pseudogene"
"24301","ENSG00000203523","processed_pseudogene"
"24302","ENSG00000224667","processed_pseudogene"
"24303","ENSG00000225606","lncRNA"
"24304","ENSG00000160991","protein_coding"
"24305","ENSG00000183122","transcribed_unprocessed_pseudogene"
"24306","ENSG00000240621","unprocessed_pseudogene"
"24307","ENSG00000225932","protein_coding"
"24308","ENSG00000213214","protein_coding"
"24309","ENSG00000212807","protein_coding"
"24310","ENSG00000170356","transcribed_unprocessed_pseudogene"
"24311","ENSG00000243896","protein_coding"
"24312","ENSG00000244693","protein_coding"
"24313","ENSG00000244198","lncRNA"
"24314","ENSG00000284644","lncRNA"
"24315","ENSG00000204959","unprocessed_pseudogene"
"24316","ENSG00000228960","transcribed_unprocessed_pseudogene"
"24317","ENSG00000244479","lncRNA"
"24318","ENSG00000221970","protein_coding"
"24319","ENSG00000050327","protein_coding"
"24320","ENSG00000106410","protein_coding"
"24321","ENSG00000242978","processed_pseudogene"
"24322","ENSG00000221507","snRNA"
"24323","ENSG00000221836","protein_coding"
"24324","ENSG00000221933","protein_coding"
"24325","ENSG00000239967","unprocessed_pseudogene"
"24326","ENSG00000221858","protein_coding"
"24327","ENSG00000239981","unprocessed_pseudogene"
"24328","ENSG00000221938","protein_coding"
"24329","ENSG00000273234","unprocessed_pseudogene"
"24330","ENSG00000287610","lncRNA"
"24331","ENSG00000216895","lncRNA"
"24332","ENSG00000184863","protein_coding"
"24333","ENSG00000164690","protein_coding"
"24334","ENSG00000207061","misc_RNA"
"24335","ENSG00000270584","processed_pseudogene"
"24336","ENSG00000182648","lncRNA"
"24337","ENSG00000279418","lncRNA"
"24338","ENSG00000234450","processed_pseudogene"
"24339","ENSG00000105982","protein_coding"
"24340","ENSG00000224903","lncRNA"
"24341","ENSG00000105983","protein_coding"
"24342","ENSG00000206938","snRNA"
"24343","ENSG00000230033","lncRNA"
"24344","ENSG00000146909","protein_coding"
"24345","ENSG00000130675","protein_coding"
"24346","ENSG00000235029","lncRNA"
"24347","ENSG00000243479","lncRNA"
"24348","ENSG00000236102","lncRNA"
"24349","ENSG00000229365","processed_pseudogene"
"24350","ENSG00000269446","lncRNA"
"24351","ENSG00000225224","processed_pseudogene"
"24352","ENSG00000236018","processed_pseudogene"
"24353","ENSG00000204876","lncRNA"
"24354","ENSG00000106633","protein_coding"
"24355","ENSG00000213210","processed_pseudogene"
"24356","ENSG00000287636","lncRNA"
"24357","ENSG00000170279","protein_coding"
"24358","ENSG00000213209","processed_pseudogene"
"24359","ENSG00000270200","processed_pseudogene"
"24360","ENSG00000273314","lncRNA"
"24361","ENSG00000055130","protein_coding"
"24362","ENSG00000106462","protein_coding"
"24363","ENSG00000251712","snRNA"
"24364","ENSG00000275586","misc_RNA"
"24365","ENSG00000239468","misc_RNA"
"24366","ENSG00000286180","lncRNA"
"24367","ENSG00000286171","lncRNA"
"24368","ENSG00000252316","misc_RNA"
"24369","ENSG00000202354","misc_RNA"
"24370","ENSG00000201098","misc_RNA"
"24371","ENSG00000281189","lncRNA"
"24372","ENSG00000155660","protein_coding"
